# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.0065399999999992,-0.8219527092718258,2.7323209848877226,1.2300015663440678
-0.1050614408714483,-0.8389662579718462,2.7713909816769178,1.2350268867840841
-0.2035828817428973,-0.8559798066718665,2.8104609784661130,1.2400522072241005
-0.2962551815578032,-0.8934885729778085,2.8557589762383335,1.2378560699764345
-0.3890465312200958,-0.9306831984642051,2.8987611517174297,1.2353313833373500
-0.4839126878069652,-0.9622481709050290,2.9050111267822705,1.2277953140017956
-0.5787825437310615,-0.9938018774526967,2.9112443897655207,1.2202674344982916
-0.6738942101064083,-1.0246191789253940,2.9163852527476468,1.2132748906136510
-0.7689950949600326,-1.0554673822449607,2.9217045242851429,1.2062895989171949
-0.8626344810980320,-1.0905045127560777,2.9512081253856399,1.2002873840061417
-0.9562455312317361,-1.1256155834899593,2.9793709366903842,1.1943856408579847
-1.0493180892202358,-1.1621318004384846,2.9820536285730568,1.1903932443689818
-1.1424476087039768,-1.1984998552536212,2.9854358445056963,1.1863804707122161
-1.2360119482202372,-1.2337369028263159,2.9941579320281915,1.1822121463503346
-1.3295762877364974,-1.2689739503990105,3.0028800195506862,1.1780438219884530
-1.4214925561534832,-1.3082935935001043,3.0257904580448391,1.1700205915554329
-1.5132560681847360,-1.3479831479514670,3.0479920562218568,1.1616682715581470
-1.6045122033821166,-1.3888274001736804,3.0502221545600321,1.1524684733165971
-1.6957720855917826,-1.4296632630377890,3.0530350383247238,1.1435203407674175
-1.7870920634998222,-1.4703645748794179,3.0651948082327394,1.1386084975036939
-1.8784042676178374,-1.5110831562675970,3.0766848101001827,1.1335730167202440
-1.9694204137090863,-1.5524594333046973,3.0626672791096556,1.1238289086123350
-2.0604476493070538,-1.5938111905976211,3.0498994775919086,1.1144714885519325
-2.1516234034491646,-1.6348345620750100,3.0538689400996728,1.1102928692540890
-2.2427805227885433,-1.6758985923293885,3.0576809387018176,1.1060239782539023
-2.3333771820080744,-1.7181854755086263,3.0567570546285960,1.0990400765373205
-2.4239561540901904,-1.7605099942490017,3.0547738442062329,1.0920461535685564
-2.5143297389321946,-1.8032715460632125,3.0404894846427895,1.0849358614395479
-2.6046198206882307,-1.8462060516824605,3.0268081911898665,1.0782915850940662
-2.6943110870636486,-1.8903808395905903,3.0174515913494497,1.0749891902557480
-2.7840047277457209,-1.9345507886972120,3.0082853480386915,1.0716089399436983
-2.8738265071230069,-1.9784595930563897,3.0093924353814363,1.0640269161161358
-2.9635749787209553,-2.0225138589833138,3.0087498669383970,1.0562829346197251
-3.0523049138007945,-2.0685891644243188,2.9837976232052092,1.0462887171783755
-3.1408313659572387,-2.1150469697399608,2.9617625688343785,1.0369697179037274
-3.2286263816407779,-2.1628797030078966,2.9502135968452694,1.0300778470880780
-3.3164213973243175,-2.2107124362758324,2.9386646248561599,1.0231859762724285
-3.4040803032443643,-2.2587941230107207,2.9373194740688935,1.0151777316765547
-3.4916213822763189,-2.3070801883745449,2.9346493590939891,1.0069003950534505
-3.5770598514332619,-2.3590051644349388,2.9008479175226638,0.9943351266760244
-3.6623751907805118,-2.4111291734354050,2.8703215050557440,0.9815484827121557
-3.7469808434342924,-2.4644003541035895,2.8586714685201251,0.9674858901510418
-3.8315864960880721,-2.5176715347717735,2.8470214319845066,0.9534232975899282
-3.9160947834983109,-2.5710970340534818,2.8084877817742737,0.9306486322430514
-3.9993330258450768,-2.6263567092126592,2.7738985291103959,0.9117112433497083
-4.0790709152215330,-2.6866709210415660,2.7513886531979477,0.9037499989040497
-4.1586738650583044,-2.7471600691977769,2.7341216064853402,0.8945878462078221
-4.2372581393591648,-2.8089698336639306,2.7564333359954656,0.8763598862724906
-4.3150791572608238,-2.8715944934772168,2.7752216534203127,0.8572463510419247
-4.3818939432092439,-2.9459700239252151,2.7432020238460666,0.8253627334097109
-4.4488236322689385,-3.0202410977799357,2.7094262070001216,0.7915806691191433
-4.5165131581682516,-3.0938214160333959,2.6640369902076957,0.7452444651443774
-4.5844624679956443,-3.1671549267447818,2.6111005801278568,0.6988985086858426
-4.6544808198782643,-3.2385227454756063,2.4980547536335065,0.6524748788346202
-4.7181562920597422,-3.3143029730985663,2.3758926766679664,0.6110209493137591
-4.7593683477573334,-3.4050723414221955,2.2271779945117380,0.5864957767996354
-4.7593640477422507,-3.5050520150177027,2.1942415943341378,0.5737629799059539
-4.7593597477271681,-3.6050316886132108,2.1613051941565371,0.5610301830122723
-4.7631431532924111,-3.7049233688504764,2.1161286229373930,0.5550522393672037
-4.7677902603282369,-3.8047949841721085,2.0681609547059359,0.5506145887994804
-4.7665858216278885,-3.9047502779069423,2.0389670849957495,0.5501155838513667
-4.7647964037252928,-4.0047139369752474,2.0116500324852011,0.5500103254236380
-4.7526258390766669,-4.1038906666234460,2.0000485721368562,0.5500000000000000
-4.7393261651258793,-4.2029818055994266,1.9901564240382488,0.5500000000000000
-4.7107534934541553,-4.2986342284272530,2.0126176558236195,0.5509149985072797
-4.6803018930707205,-4.3938636103681326,2.0390590947363427,0.5519425627988220
-4.6454627518712615,-4.4875639770592786,2.0764803832133301,0.5619756822968003
-4.6101336750589770,-4.5810936059602101,2.1151277387630949,0.5730144088976871
-4.5483913799740057,-4.6592208393289374,2.1284069126100542,0.6327728304653238
-4.4843900117330540,-4.7360307346162012,2.1395163933242332,0.6966981564188909
-4.4269565853777264,-4.8178323803806471,1.9958235182138893,0.7054889454439375
-4.3519011316045475,-4.8673175397329906,1.8777244402309525,0.7050152040135759
-4.2520374212904342,-4.8721315311178230,1.8126256902353948,0.6983429809361786
-4.1521470510346177,-4.8761772829518755,1.7519512078951214,0.6938662471570175
-4.0521898632637638,-4.8782976045540725,1.7023652183155371,0.6948920437594868
-3.9522419994806159,-4.8807564054892838,1.6522111178519914,0.6965399168460638
-3.8523196686772363,-4.8841421044679691,1.6005012920739028,0.6998912956411729
-3.7524091992150259,-4.8878284801634324,1.5478878275888130,0.7038915174722856
-3.6525306767032033,-4.8923246887450746,1.4928405320110105,0.7096393120258611
-3.5526186611093533,-4.8954446759704560,1.4426331745657441,0.7177121811054220
-3.4526396636562393,-4.8958123973658125,1.4021050713196725,0.7304349004005862
-3.3526604937188766,-4.8960562696300052,1.3694404188101807,0.7455238206535970
-3.2526808598576351,-4.8959670299151270,1.3579257704433083,0.7669770155408874
-3.1527345630364842,-4.8971296480768114,1.3397119237564621,0.7900588207556558
-3.0529013812797703,-4.9025399134201502,1.2987671973140351,0.8186666223291575
-2.9530534222086726,-4.9043050531257384,1.2573887661215661,0.8456274859298141
-2.8531796562504521,-4.8997043983813837,1.2152529192553725,0.8697121609847703
-2.7533209235854663,-4.8948083118323549,1.1771795607700326,0.8936934756025141
-2.6534960346269241,-4.8892471343339157,1.1482518806153450,0.9174421000012976
-2.5536612563620085,-4.8838740972038357,1.1149223638903167,0.9417415803951452
-2.4538034446117707,-4.8789392635482702,1.0713403952530867,0.9673240763007442
-2.3539565430355323,-4.8737972245673875,1.0283964138240922,0.9883460287437198
-2.2541326592662032,-4.8682180328730693,0.9867984298437198,0.9997463464802749
-2.1542887200104364,-4.8630467302610105,0.9491051022485083,1.0070803855522008
-2.0543990151287548,-4.8588062103159322,0.9203220069735473,1.0051353782736163
-1.9545129454344459,-4.8544825686866542,0.8972840777762030,1.0081784784447212
-1.8546344139224940,-4.8499865600377996,0.8861597324205480,1.0215652719939428
-1.7547604160613863,-4.8453930135963237,0.8796109872273429,1.0404466192801753
-1.6548954687322617,-4.8406047523559890,0.8821965174913433,1.0702967500191587
-1.5550324203419092,-4.8357773660631684,0.8883963794320823,1.1061532783291468
-1.4551731571673416,-4.8308719905437103,0.9018008050572390,1.1539825522763809
-1.3553065274324734,-4.8261243242213219,0.9195368103605658,1.2075345284139334
-1.2554248017437690,-4.8216998441161634,0.9461493230383512,1.2728137754245585
-1.1555615566445172,-4.8169024806471752,0.9762086251405467,1.3424715343969447
-1.0557318208843978,-4.8114289983169547,1.0125177081839138,1.4200684904712795
-0.9558669189151381,-4.8068115353083272,1.0530006429356236,1.5049431548020378
-0.8559246163997395,-4.8040781640062429,1.1026701920424888,1.6058359970204910
-0.7559706595335650,-4.8019737345104545,1.1548179364443256,1.7018280387837090
-0.6559957022304903,-4.8010026202007419,1.2114312392392290,1.7889891338293542
-0.5801076563995112,-4.8241259409565238,1.2478741065902235,1.8813020512664202
-0.5840010050061711,-4.9239082974166557,1.2088042461739477,1.9313541863817607
-0.5960730020603279,-5.0231564814699627,1.1387837375806877,1.8188746529843094
-0.6089258140619774,-5.1222937390114991,1.0739754348807484,1.7137890829868854
-0.6249729839233393,-5.2209771899553896,1.0304905596013736,1.6389526330621791
-0.6409954735423286,-5.3196646381756771,0.9890332233115943,1.5649995880053762
-0.6569176407154949,-5.4183683348808360,0.9558176079647168,1.4946374856817213
-0.6731183935819616,-5.5170251148566098,0.9254355163506688,1.4265494304861470
-0.6904030426471249,-5.6154993554347872,0.9060778444278840,1.3673090336486797
-0.7076500005664308,-5.7139801754893789,0.8879257520564314,1.3125811612576466
-0.7247508537960892,-5.8124865000049741,0.8744469276948861,1.2753454868025698
-0.7417282944798081,-5.9110138680616062,0.8637401067676460,1.2414730245893624
-0.7582380023848779,-6.0096209910073846,0.8635391615508532,1.2203471157763666
-0.7747273518844850,-6.1082315124363884,0.8674904322852730,1.2030379075205828
-0.7911418015006539,-6.2068545371038182,0.8867179726333725,1.1997705861588643
-0.8074267526335485,-6.3054987115731986,0.9097642243678318,1.1977131655263100
-0.8232426601574059,-6.4042194906420011,0.9466418517696736,1.2000380062935274
-0.8396439988209942,-6.5028388600151414,0.9863138647016082,1.1952612457147871
-0.8579545081467234,-6.6011275185622322,1.0350987493458610,1.1673251961543307
-0.8770843658523947,-6.6992485248286053,1.0842692664009619,1.1407289205503597
-0.8988520924168413,-6.7968297793346322,1.1346813160597888,1.1184460091808575
-0.9209195456091370,-6.8943420544754241,1.1909175076175886,1.0958704868504001
-0.9439973144124366,-6.9916218146407116,1.2667856602175203,1.0723086343299122
-0.9651661432400223,-7.0892686862147736,1.3409317930520694,1.0477593567890784
-0.9798161292741702,-7.1881692072445116,1.4091973972788385,1.0198381196477153
-0.9949236537759364,-7.2869974327427540,1.4700916618014135,0.9945097261896115
-1.0114805478355073,-7.3855966437429164,1.5076353315136759,0.9773948250794208
-1.0278577582321098,-7.4842253374371204,1.5527502085284453,0.9613569954487529
-1.0436772519765212,-7.5829455418961116,1.6213652097060822,0.9486622671874909
-1.0597665130240408,-7.6816209944407747,1.6820186878823289,0.9371097433817014
-1.0766707161655122,-7.7801612555877115,1.7186211407822065,0.9290077136867182
-1.0927975078219354,-7.8788223056043227,1.7639102529678177,0.9207451808734401
-1.1065894581464717,-7.9778461272686050,1.8352884717931208,0.9120006004937204
-1.1207638073325714,-8.0768138042066386,1.8957327329383804,0.9053930192435562
-1.1360181663859132,-8.1756229114823658,1.9252961956048253,0.9048209688963192
-1.1523061154288126,-8.2742512651989113,1.9657964358260158,0.9065917728648206
-1.1714909004929297,-8.3723730220767703,2.0369491122131160,0.9149288795673517
-1.1886074939404643,-8.4708085244914670,2.1078766163607821,0.9250940990785687
-1.1993863774896156,-8.5702054601594657,2.1781141088483738,0.9408613375468637
-1.2112695516962109,-8.6694598550665916,2.2465758797814592,0.9558264260450132
-1.2260835563981829,-8.7683359412322766,2.3103248164184613,0.9686625772217051
-1.2293480645172425,-8.8661355433866493,2.3819968772748301,0.9769530731838175
-1.1965162603589767,-8.9605707475557939,2.4784315383000575,0.9710367689661465
-1.1673259752110716,-9.0560604679416965,2.5364530299728796,0.9632007085643787
-1.1446156582966949,-9.1534266666782358,2.5261194982489878,0.9519485025778482
-1.1226488622208948,-9.2509570044001634,2.5273998145350975,0.9449814887362823
-1.1022572316409422,-9.3488350742270931,2.5532843271129826,0.9470927501220046
-1.0817934570982626,-9.4466980256116564,2.5762652163984816,0.9510446669014126
-1.0611726226484723,-9.5445280636232450,2.5929248171471944,0.9590037542634483
-1.0397861747778689,-9.6421856950834837,2.6191521569729153,0.9676647963059927
-1.0164828392030771,-9.7394116674460314,2.6693345123391490,0.9780833418867274
-0.9923361661485466,-9.8364227212298800,2.7062095262783923,0.9847605765942403
-0.9662645854175508,-9.9329432259371249,2.7127106931142415,0.9828983141337455
-0.9403491472157898,-10.0295054610477177,2.7157277301544691,0.9790444999728822
-0.9147921410866132,-10.1261634901423943,2.7107467933569089,0.9706189909181713
-0.8881503447049688,-10.2225170743364426,2.7078403216941394,0.9683327833625527
-0.8596827148722466,-10.3183582408697294,2.7084254262393825,0.9763797641977862
-0.8311025652310986,-10.4141657676130173,2.7030500985797667,0.9845771876164490
-0.8022938525381187,-10.5099049613830111,2.6855672620820625,0.9930802071472546
-0.7697245347445547,-10.6043457115537993,2.6687497022702757,0.9983638253952298
-0.7333254041878747,-10.6974641224373190,2.6526096624518360,1.0003687946511435
-0.6971026154995497,-10.7906508527095184,2.6494631488318308,1.0017322671424977
-0.6612645778393214,-10.8839866454549501,2.6746665251729453,1.0016960916547022
-0.6243264186522515,-10.9768724126501134,2.6946812998804588,1.0009598952446548
-0.5844745689935910,-11.0685662795635480,2.7009539753999849,0.9983696815816832
-0.5445280665134505,-11.1602188460602481,2.7074469100466150,0.9946269946377152
-0.5044116492168229,-11.2517972726357112,2.7143352400821583,0.9888154598455710
-0.4642274822178031,-11.3433459377460526,2.7184253530952938,0.9868197840981211
-0.4239221887449987,-11.4348413937470230,2.7175126668512681,0.9916463014262461
-0.3838067900424624,-11.5264198407664971,2.7165175742308554,1.0001871756456697
-0.3440361804316535,-11.6181489733359200,2.7153728575864280,1.0154721520701140
-0.3080202222114920,-11.7112476588914500,2.6889837933657494,1.0230332987420783
-0.2793900391153097,-11.8070403922621701,2.6129365705170207,1.0154008991397272
-0.2400307997077120,-11.8979100052610871,2.5280092546729453,1.0008872382943523
-0.1860813388250428,-11.9820847688260859,2.4310060842745864,0.9770158927981185
-0.1336265988387750,-12.0671665006505222,2.3310115327889247,0.9580776839284750
-0.0838780557808707,-12.1538903013880937,2.2256010763477070,0.9480709345829433
-0.0280360980261547,-12.2363262978421243,2.1275304594833844,0.9512996105869007
0.0367972482734776,-12.3124352484218438,2.0402904446340271,0.9740583625492241
0.1042376485854161,-12.3861234230307762,1.9585326719651297,0.9912760064737954
0.1753404557940437,-12.4564108753804490,1.8844763897433965,1.0007094648015387
0.2481722539295781,-12.5248380952752765,1.8139514267496095,1.0188156475568924
0.3234648718585358,-12.5906177033324695,1.7484524821795011,1.0492654531746983
0.3969815333264403,-12.6583034425309560,1.6812267343150695,1.0635874074826173
0.4679139840777472,-12.7287628108304780,1.6114882989628045,1.0544415757807992
0.5384377510915460,-12.7996278803074190,1.5464725559495194,1.0779106907810205
0.6083756777865647,-12.8710745146603180,1.4882267020496358,1.1481327078896353
0.6814050978828909,-12.9391437534039504,1.4393387075735213,1.2176548235491533
0.7587431288632213,-13.0025059196772101,1.4034927512745248,1.2862014873445302
0.8361604029944424,-13.0657710746148563,1.3714061455501674,1.3543296559437159
0.9136836713121950,-13.1289064689676902,1.3443479782656407,1.4218980530372602
0.9909905316528534,-13.1923054240389224,1.3085143588267327,1.4864025141650954
1.0680052590823208,-13.2560601643310694,1.2608346031259283,1.5467709145738884
1.1386989257541820,-13.3258380649664279,1.2073701327471935,1.6095741612943371
1.1986644529714214,-13.4058385068171653,1.1440878124616414,1.6765098427094847
1.2404105980168028,-13.4934984952242498,1.1086544889127441,1.7583742062639478
1.2556206383439317,-13.5923144343434075,1.1137825788481976,1.8619818467757590
1.2752628849191521,-13.6902329555376383,1.1015960940704634,1.9034068011796557
1.2996907679955141,-13.7871824974610622,1.0707143464572328,1.8776905361275931
1.3243329212438522,-13.8840775092674313,1.0477475760192190,1.8567087533117779
1.3492210602784798,-13.9809099195758968,1.0338673334257926,1.8411622362859990
1.3737636356842555,-14.0778297420713514,1.0275574016091726,1.8233319367487875
1.3979114313254846,-14.1748494262412379,1.0298959653415536,1.8028925920260692
1.4208698957635080,-14.2721507021396157,1.0385325240460404,1.7889080721974666
1.4427887362696283,-14.3696981243588695,1.0526743165141441,1.7805658750608799
1.4651386240240261,-14.4671464864755368,1.0708514718477757,1.7770491182584327
1.4880050001821870,-14.5644761530327962,1.0938638700309014,1.7793142890418867
1.5108944401504107,-14.6618003949471465,1.1207007810431715,1.7765123164785099
1.5338095374836025,-14.7591186022105632,1.1517922762377677,1.7680733938260356
1.5555991306201378,-14.8566886439434942,1.1861898493151315,1.7619371001637145
1.5763431299884518,-14.9544926399812947,1.2236587698310493,1.7579399495892511
1.5968679504770096,-15.0523426110393164,1.2611815310295205,1.7544048915121733
1.6171740049505696,-15.1502384705149389,1.2987580314914662,1.7513310554941091
1.6375840883260033,-15.2481126356857093,1.3284934926134435,1.7402344390839839
1.6580995532312277,-15.3459648244730680,1.3502859618752050,1.7210107266872861
1.6783093724016183,-15.4438801201610776,1.3657513693117853,1.6961258294540611
1.6982266363100043,-15.5418558199501504,1.3751606960672620,1.6658222097445983
1.7180874481737349,-15.6398429626499524,1.3783601725348442,1.6366684081647556
1.7378943496519119,-15.7378410330625265,1.3756293868604803,1.6086126560721117
1.7580967673247883,-15.8357574675923392,1.3659176583188950,1.5783029924601661
1.7787097907361409,-15.9335891517064212,1.3489586533327951,1.5456534271798461
1.7990905078350230,-16.0314692281028783,1.3405195376148842,1.5141658754523797
1.8192560074995598,-16.1293941369567229,1.3399735724949611,1.4837548574310309
1.8392169960168534,-16.2273607406950227,1.3368598837046912,1.4578538794174087
1.8589965853679633,-16.3253643273429390,1.3314686519096885,1.4359532579021450
1.8789334673013511,-16.4233359136129557,1.3273948410984679,1.4149070081281752
1.8990179245541579,-16.5212774764329069,1.3245570632881298,1.3946623484914962
1.9189701682124778,-16.6192459775119623,1.3294487163890887,1.3745973089189751
1.9388067995153173,-16.7172380343804114,1.3410992638203616,1.3546893356359635
1.9586752572124786,-16.8152236384319522,1.3419040235678399,1.3347570591379199
1.9785720279820938,-16.9132035019942997,1.3330602642466607,1.3148031622614851
1.9983770896294468,-17.0112019063136835,1.3303032242918653,1.2949827885950218
2.0181042657919348,-17.1092160566768285,1.3327154311622949,1.2752758117171539
2.0379838391678851,-17.2071993049589658,1.3367764302348288,1.2553116145518872
2.0579943137741088,-17.3051560099708617,1.3422536555152833,1.2351264786220149
2.0779894867046713,-17.4031158385196498,1.3418060452905862,1.2150612269291787
2.0979720540517532,-17.5010782402509939,1.3364775311559756,1.1950947363649491
2.1180085051196427,-17.5990296227912104,1.3396507882104158,1.1750703125563193
2.1380883823186174,-17.6969721247116176,1.3496758183898212,1.1549991990123158
2.1585678384409013,-17.7948311150247989,1.3503827859604538,1.1350272407566504
2.1793950911519921,-17.8926174161884219,1.3429792396862226,1.1151415880317181
2.1995880467963018,-17.9905351346042188,1.3465615689977455,1.1015244153805228
2.2193273333870360,-18.0885468467392663,1.3580013393108001,1.0923906552679281
2.2401368224296774,-18.1863320701405371,1.3795875836434832,1.0823241917309394
2.2617962993605674,-18.2839374091842330,1.4092324714690534,1.0715169462861431
2.2846126041692592,-18.3812721157840286,1.4214493466270202,1.0583996641395466
2.3084995042557725,-18.4783563635022432,1.4175373331043368,1.0431445407185507
2.3325945824835297,-18.5753889967797399,1.4087385748244561,1.0313281335356006
2.3568273919999143,-18.6723874817869664,1.3967067314157713,1.0217867914284406
2.3813821037640253,-18.7693045791545750,1.4052937040963025,1.0095108468151173
2.4061631610890242,-18.8661644488045468,1.4283787970153230,0.9953120664886637
2.4315360632269858,-18.9628694309912298,1.4420946702434647,0.9820914060913742
2.4573792655857063,-19.0594513342785490,1.4483654396328247,0.9696479933923637
2.4832023984393086,-19.1560386038973611,1.4573073573920670,0.9489984851186368
2.5090112104093669,-19.2526297027390711,1.4681553114243375,0.9224933995203007
2.5347334514253679,-19.3492438624694607,1.4781428857290608,0.9124196455049041
2.5603952111402344,-19.4458741332912410,1.4875293706042076,0.9138253573720108
2.5857693333228315,-19.5425800275817849,1.4961186894379244,0.8942854036101541
2.6109513258642161,-19.6393364351339450,1.5041755352514559,0.8607546358176087
2.6367968003265307,-19.7359159484851645,1.5154529021511900,0.8480415412405354
2.6631266258032071,-19.8323663266136201,1.5290812941590202,0.8505256371527231
2.6872802953165698,-19.9293697502299949,1.5395695504380440,0.8342437066017528
2.7101946162874855,-20.0266881402968053,1.5482694594183497,0.8072742849257339
2.7373872402966559,-20.1228172793048472,1.5636429323453047,0.7757333086633750
2.7679830720565759,-20.2180004197745404,1.5843249410036697,0.7405558555404246
2.7983311813516960,-20.3132626047161438,1.6101010037521497,0.7299096057118822
2.8285197961683579,-20.4085756819207198,1.6391568396975744,0.7350576096604969
2.8580112186270510,-20.5041051783062329,1.6684522473786265,0.7263206164268144
2.8871016944614176,-20.5997591346618627,1.6978854297750594,0.7095985345939730
2.9174447404664945,-20.6950170184460838,1.7340614922988069,0.7130105430245909
2.9486371674560381,-20.7900063212609574,1.7748099726356226,0.7300756894663124
2.9782089908737732,-20.8855039713781920,1.8165603580799048,0.7409559418658184
3.0068588050116358,-20.9812908353033656,1.8588807569578860,0.7483174252084451
3.0372140684279381,-21.0765404424194678,1.9031798946654823,0.7578336506221225
3.0686390924428193,-21.1714530496769804,1.9487202166531159,0.7687014601590265
3.0992112504110496,-21.2666413320515204,1.9919937918985995,0.7818581722464023
3.1292852983195871,-21.3619906204240593,2.0339434905992526,0.7963517008133754
3.1564739477127453,-21.4581806675570874,2.0648600283885017,0.7962132604130400
3.1823249560984221,-21.5547604817844807,2.0906617065150130,0.7892915900337080
3.2244003537777943,-21.6438191236587016,2.1433898476856079,0.7711295937422259
3.2813991169160035,-21.7259597113816341,2.2208852353298116,0.7426286263852114
3.3299503477827224,-21.8132863505506052,2.2741769048593903,0.7619990621359465
3.3774035754881422,-21.9012870683379752,2.3243225954035109,0.7875917827219379
3.4238301181942732,-21.9898317104948582,2.3636614926881627,0.7900924402125740
3.4699846689052687,-22.0785204504758745,2.4001374268812121,0.7864754897538737
3.5279012546797355,-22.1591243014270987,2.4578365280670176,0.7742131142960441
3.5941682338355982,-22.2339883289991604,2.5306029022402168,0.7558129659696133
3.6536652029269496,-22.3142458130553720,2.5828168790662063,0.7552286742460085
3.7118264597542896,-22.3955674175342487,2.6309759004445863,0.7581594228150258
3.7741118482447549,-22.4737190358266155,2.6860258741336782,0.7501343191329591
